# Android 10 (API 29) - @RequiresPermission Annotations
# Total methods: 945
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.telephony.in|getCarrierConfig|android.permission.READ_PHONE_STATE
android.telephony.in|getCellLocation|android.permission.ACCESS_FINE_LOCATION
android.telephony.in|getDataNetworkType|android.permission.READ_PHONE_STATE
android.telephony.in|getDeviceId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getDeviceId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getDeviceSoftwareVersion|android.permission.READ_PHONE_STATE
android.telephony.in|getImei|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getImei|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getMeid|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getMeid|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.in|getNai|android.permission.READ_PHONE_STATE
android.telephony.in|getNeighboringCellInfo|android.permission.ACCESS_COARSE_LOCATION
android.telephony.in|getNetworkType|android.permission.READ_PHONE_STATE
android.telephony.in|getVoiceNetworkType|android.permission.READ_PHONE_STATE
android.telephony.initialization|sendMultipartTextMessageWithoutPersisting|android.permission.MODIFY_PHONE_STATE
android.telephony.initialization|sendTextMessageWithoutPersisting|android.permission.SEND_SMS, android.permission.MODIFY_PHONE_STATE
android.telephony.is|handleMessage|android.permission.MANAGE_SUBSCRIPTION_PLANS, android.permission.READ_PHONE_STATE
android.telephony.of|getAllCellInfo|android.permission.ACCESS_FINE_LOCATION
android.telephony.of|getCdmaEriIconIndex|android.permission.READ_PHONE_STATE
android.telephony.of|getCdmaEriIconIndex|android.permission.READ_PHONE_STATE
android.telephony.of|getCdmaEriIconMode|android.permission.READ_PHONE_STATE
android.telephony.of|getCdmaEriIconMode|android.permission.READ_PHONE_STATE
android.telephony.of|getCdmaEriText|android.permission.READ_PHONE_STATE
android.telephony.of|getCdmaEriText|android.permission.READ_PHONE_STATE
android.telephony.of|getGroupIdLevel1|android.permission.READ_PHONE_STATE
android.telephony.of|getGroupIdLevel1|android.permission.READ_PHONE_STATE
android.telephony.of|getIsimDomain|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getLine1AlphaTag|android.permission.READ_PHONE_STATE
android.telephony.of|getLine1AlphaTag|android.permission.READ_PHONE_STATE
android.telephony.of|getLine1Number|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telephony.of|getLine1Number|android.permission.READ_PHONE_NUMBERS, android.permission.READ_SMS, android.permission.READ_PHONE_STATE
android.telephony.of|getLogicalToPhysicalSlotMapping|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getLteOnCdmaMode|android.permission.READ_PHONE_STATE
android.telephony.of|getLteOnCdmaMode|android.permission.READ_PHONE_STATE
android.telephony.of|getMsisdn|android.permission.READ_PHONE_STATE
android.telephony.of|getMsisdn|android.permission.READ_PHONE_STATE
android.telephony.of|getSimSerialNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getSimSerialNumber|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getSubscriberId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getSubscriberId|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getUiccCardsInfo|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getUiccSlotsInfo|android.permission.READ_PRIVILEGED_PHONE_STATE
android.telephony.of|getVisualVoicemailPackageName|android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMailAlphaTag|android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMailAlphaTag|android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMailNumber|android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMessageCount|android.permission.READ_PRIVILEGED_PHONE_STATE, android.permission.READ_PHONE_STATE
android.telephony.of|getVoiceMessageCount|android.permission.READ_PHONE_STATE
android.telephony.of|isVisualVoicemailEnabled|android.permission.READ_PHONE_STATE
android.telephony.of|refreshUiccProfile|android.permission.MODIFY_PHONE_STATE
android.telephony.of|sendVisualVoicemailSmsForSubscriber|android.permission.SEND_SMS
android.telephony.of|setDataActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.of|setDataActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.of|setVoiceActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.of|setVoiceActivationState|android.permission.MODIFY_PHONE_STATE
android.telephony.of|switchSlots|android.permission.MODIFY_PHONE_STATE
android.telephony.requires|onCallDisconnectCauseChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onImsCallDisconnectCauseChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onPreciseCallStateChanged|android.permission.READ_PRECISE_PHONE_STATE
android.telephony.requires|onPreciseDataConnectionStateChanged|android.permission.READ_PRECISE_PHONE_STATE
android.view.bits|disable|android.permission.DISABLE_INPUT_DEVICE
android.view.bits|enable|android.permission.DISABLE_INPUT_DEVICE
android.view.documentation|getCurrentImeTouchRegion|android.permission.RESTRICTED_VR_ACCESS
com.android.server.content.ObserverCall|getCache|android.permission.CACHE_CONTENT
com.android.server.content.ObserverCall|putCache|android.permission.CACHE_CONTENT
com.android.server.inputmethod.ShellCommandImpl|onCommand|android.permission.DUMP, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS
com.android.server.os.BugreportManagerServiceImpl|cancelBugreport|android.permission.DUMP
com.android.server.os.BugreportManagerServiceImpl|setListener|android.permission.DUMP
com.android.server.os.BugreportManagerServiceImpl|startBugreport|android.permission.DUMP
com.android.settingslib.bluetooth.LocalBluetoothManager|create|android.permission.INTERACT_ACROSS_USERS_FULL
com.android.setupwizardlib.util.SystemBarHelper|setBackButtonVisible|android.permission.STATUS_BAR
